Name,N_sample,Dim,Size (GB),id,mpts_Iter-0,Time_Iter-0_coresg,Time_Iter-0_hdbscan,ARI_Iter-0,mpts_Iter-1,Time_Iter-1_coresg,Time_Iter-1_hdbscan,ARI_Iter-1,mpts_Iter-2,Time_Iter-2_coresg,Time_Iter-2_hdbscan,ARI_Iter-2,mpts_Iter-3,Time_Iter-3_coresg,Time_Iter-3_hdbscan,ARI_Iter-3
beans,13611.0,16.0,0.001742208,4.0,50.0,21.30998587608337,7.6831018924713135,0.997817800948662,32.0,6.326389789581299,7.724001884460449,0.9964385305557965,20.0,7.0068039894104,7.614546537399292,0.9941322118805774,10.0,6.897973537445068,7.735374450683594,0.9847343722881914
beans,13611.0,16.0,0.001742208,5.0,50.0,23.575759649276733,8.525140047073364,0.997817800948662,32.0,7.01982855796814,8.24517011642456,0.9964385305557965,20.0,7.572180509567261,7.791738510131836,0.9941322118805774,10.0,7.717983961105347,7.86363673210144,0.9847343722881914
beans,13611.0,16.0,0.001742208,6.0,50.0,23.207008123397827,7.891191244125366,0.997817800948662,32.0,8.111827611923218,7.776736259460449,0.9964385305557965,20.0,7.541040658950806,8.700012445449829,0.9941322118805774,10.0,7.806968927383423,8.268155813217163,0.9847343722881914
beans,13611.0,16.0,0.001742208,7.0,50.0,24.17656731605529,7.867950201034546,0.997817800948662,32.0,7.66237473487854,7.9449303150177,0.9964385305557965,20.0,8.212665796279907,8.164961576461792,0.9941322118805774,10.0,8.144126415252686,7.949438333511352,0.9847343722881914
beans,13611.0,16.0,0.001742208,8.0,50.0,25.019407510757446,8.023355960845947,0.997817800948662,32.0,7.53757905960083,7.703449726104736,0.9964385305557965,20.0,8.04230809211731,8.069247007369995,0.9941322118805774,10.0,7.894478797912598,7.79701042175293,0.9847343722881914
beans,13611.0,16.0,0.001742208,9.0,50.0,24.2508704662323,7.940387487411499,0.997817800948662,32.0,7.482643127441406,8.262910604476929,0.9964385305557965,20.0,8.004820585250854,8.240648984909058,0.9941322118805774,10.0,7.850231170654297,8.261647462844849,0.9847343722881914
beans,13611.0,16.0,0.001742208,10.0,50.0,23.70088744163513,8.089423894882202,0.997817800948662,32.0,7.789918422698975,8.107457876205444,0.9964385305557965,20.0,8.048911571502686,8.677679061889648,0.9941322118805774,10.0,7.9981369972229,7.98381781578064,0.9847343722881914
20news_300,11314.0,300.0,0.0271536,1.0,50.0,30.7345027923584,4.992605447769165,1.0,32.0,9.775633335113524,5.11227297782898,1.0,20.0,9.446202754974363,4.8634984493255615,1.0,10.0,9.574920892715454,4.923489332199097,1.0
20news_300,11314.0,300.0,0.0271536,2.0,50.0,30.111252546310425,4.88672947883606,1.0,32.0,9.03712773323059,5.041465997695923,1.0,20.0,10.638920545578005,5.046809673309326,1.0,10.0,9.603724241256714,5.468382835388184,1.0
20news_300,11314.0,300.0,0.0271536,3.0,50.0,30.57269072532653,5.020047426223755,1.0,32.0,10.744091033935549,5.413826942443848,1.0,20.0,10.134843349456789,5.28998064994812,1.0,10.0,10.252327919006348,5.538344383239746,1.0
