Name,N_sample,Dim,Size (GB),id,mpts_Iter-0,Time_Iter-0_coresg,Time_Iter-0_hdbscan,ARI_Iter-0,HAI_Iter-0,mpts_Iter-1,Time_Iter-1_coresg,Time_Iter-1_hdbscan,ARI_Iter-1,HAI_Iter-1,mpts_Iter-2,Time_Iter-2_coresg,Time_Iter-2_hdbscan,ARI_Iter-2,HAI_Iter-2,mpts_Iter-3,Time_Iter-3_coresg,Time_Iter-3_hdbscan,ARI_Iter-3,HAI_Iter-3
20news_300,11314.0,300.0,0.0271536,1.0,50.0,27.48009848594665,5.063120126724243,1.0,0.9986150113779476,32.0,8.151117324829102,4.946790933609009,1.0,0.9984697707818118,20.0,7.88519549369812,4.856320142745972,1.0,0.9980642850947524,10.0,7.885165452957153,4.996663570404053,1.0,0.996421779666908
20news_300,11314.0,300.0,0.0271536,2.0,50.0,26.6112117767334,4.828359365463257,1.0,0.998614207432058,32.0,8.166764259338379,4.8676276206970215,1.0,0.9984746354054616,20.0,7.865525484085083,4.824127197265625,1.0,0.9980757046549966,10.0,7.861021995544434,4.769433498382568,1.0,0.9964138667345048
20news_300,11314.0,300.0,0.0271536,3.0,50.0,29.054362535476685,4.833225250244141,1.0,0.998616566022588,32.0,7.861258268356323,4.918367147445679,1.0,0.9984672374720956,20.0,7.903598785400391,4.874610900878906,1.0,0.9980738628642746,10.0,7.829115152359009,4.830442190170288,1.0,0.9964182096309048
20news_300,11314.0,300.0,0.0271536,4.0,50.0,26.527583599090576,4.74177098274231,1.0,0.9986122542088368,32.0,7.650544166564941,4.741070508956909,1.0,0.9984657842534556,20.0,7.759962797164917,4.794070720672607,1.0,0.9980689869996492,10.0,7.792049169540405,4.751398801803589,1.0,0.9964141647182324
20news_300,11314.0,300.0,0.0271536,5.0,50.0,27.330951929092407,4.925244569778442,1.0,0.998618851364228,32.0,7.662335395812988,5.044437646865845,1.0,0.9984753972126624,20.0,7.788761138916016,5.121680498123169,1.0,0.9980780928865128,10.0,7.670766353607178,5.095975399017334,1.0,0.9964378895595885
20news_300,11314.0,300.0,0.0271536,6.0,50.0,26.58907175064087,4.86591649055481,1.0,0.9986178843406178,32.0,8.046295642852783,5.045931816101074,1.0,0.9984650089983924,20.0,7.874733448028564,4.965103149414063,1.0,0.998071986618622,10.0,7.825517892837524,4.778750658035278,1.0,0.9964308004561032
20news_300,11314.0,300.0,0.0271536,7.0,50.0,26.739234447479248,4.833368301391602,1.0,0.99861707082748,32.0,7.757036447525024,4.902851819992065,1.0,0.9984796808548138,20.0,7.820929765701294,4.858655452728272,1.0,0.9980792163315412,10.0,7.733452796936035,5.077264785766602,1.0,0.9964308097113576
20news_300,11314.0,300.0,0.0271536,8.0,50.0,27.60564374923706,5.136528015136719,1.0,0.9986092139537244,32.0,7.592688083648682,5.020229816436768,1.0,0.9984621754759532,20.0,7.823070049285889,5.0261852741241455,1.0,0.998055662947564,10.0,7.796128988265991,5.024107933044434,1.0,0.9963949104845652
20news_300,11314.0,300.0,0.0271536,9.0,50.0,27.65113925933838,5.102003812789917,1.0,0.9986181140552568,32.0,7.775560617446899,4.928514719009399,1.0,0.9984706949707736,20.0,7.823729038238525,4.953423738479614,1.0,0.9980843553770314,10.0,7.703145027160644,4.841875553131104,1.0,0.9964304194378188
20news_300,11314.0,300.0,0.0271536,10,50.0,28.615942239761353,4.952753067016602,1.0,0.9986105214091014,32.0,7.95286226272583,4.902726650238037,1.0,0.9984673727068689,20.0,8.043694734573364,4.823890686035156,1.0,0.9980797347637492,10.0,7.951975345611572,5.045636892318726,1.0,0.9964288458326164
